,Store Number,City,Total Sales,Total Sales mean,County Number,Price per Liter mean_x,Zip Code,Total Volume Sold (Liters),Total Volume Sold (Liters) mean,Total Margin mean,2015 Sales,2015 Sales mean,Price per Liter mean_y,2015 Volume Sold (Liters),2015 Volume Sold (Liters) mean,2015 Margin mean,2015 Sales Q1,2016 Sales,2016 Sales mean,Price per Liter mean,2016 Volume Sold (Liters),2016 Volume Sold (Liters) mean,2016 Margin mean,2016 Sales Q1
335,3890,CEDAR RAPIDS,19491.66,31.3875362319,57.0,19.3858072588,52405,1333.71,2.14768115942,10.4788405797,16125.57,30.1976966292,19.454343993,1094.88,2.05033707865,10.0835018727,2757.56,3366.09,38.6906896552,18.9651335112,238.83,2.74517241379,12.9054022989,3366.09
336,3891,EMMETSBURG,5349.21,167.1628125,74.0,17.993125,50536,339.75,10.6171875,55.7359375,3875.16,168.485217391,15.4973913043,265.5,11.5434782609,56.1782608696,4474.94,1474.05,163.783333333,24.3711111111,74.25,8.25,54.6055555556,1474.05
337,3894,CEDAR RAPIDS,14977.95,59.2013833992,57.0,17.5176060205,52402,1158.08,4.57739130435,19.7686166008,12705.42,55.7255263158,17.3516238046,1005.58,4.41043859649,18.6109210526,9444.84,2272.53,90.9012,19.0313638298,152.5,6.1,30.3268,2272.53
338,3896,IOWA CITY,24219.45,61.4706852792,52.0,21.5494090281,52240,1329.01,3.37312182741,20.5080456853,20643.38,59.3200574713,20.9991665635,1145.98,3.29304597701,19.790316092,1957.34,3576.07,77.7406521739,25.7121128909,183.03,3.97891304348,25.937826087,3576.07
339,3899,WEST DES MOINES,58651.02,160.248688525,77.0,15.1577192298,50266,4276.5,11.6844262295,53.5990163934,47295.36,161.970410959,14.9442857143,3513.0,12.0308219178,54.2038356164,2222.85,11355.66,153.454864865,15.9999163449,763.5,10.3175675676,51.2124324324,11355.66
340,3901,FORT DODGE,9723.08,186.982307692,94.0,20.0319711538,50501,527.1,10.1365384615,62.4488461538,7514.0,183.268292683,19.6721864111,422.1,10.2951219512,61.24,5800.26,2209.08,200.825454545,21.372987013,105.0,9.54545454545,66.9545454545,2209.08
341,3907,MUSCATINE,9857.61,33.4156271186,70.0,19.3952855211,52761,639.88,2.16908474576,11.1484067797,8407.24,35.0301666667,19.8033463354,537.8,2.24083333333,11.687625,3068.1,1450.37,26.3703636364,17.6146565131,102.08,1.856,8.79545454545,1450.37
342,3908,FORT MADISON,19842.96,117.413964497,56.0,11.4970583263,52627,1840.5,10.8905325444,39.2637869822,18547.2,118.135031847,11.504974219,1725.0,10.9872611465,39.5121019108,3418.58,1295.76,107.98,11.3934920635,115.5,9.625,36.015,1295.76
343,3909,MELCHER-DALLAS,16282.74,95.2207017544,63.0,17.8876646255,50163,1115.5,6.52339181287,31.7656725146,13171.39,93.4141134752,17.4551684128,941.51,6.67737588652,31.1668794326,3958.84,3111.35,103.711666667,19.9203968254,173.99,5.79966666667,34.58,3111.35
344,3910,RIVERSIDE,15547.69,174.693146067,92.0,23.1048528625,52327,778.75,8.75,58.2474157303,11935.51,172.978405797,23.3202691511,591.25,8.56884057971,57.6768115942,1519.7,3612.18,180.609,22.3616666667,187.5,9.375,60.216,3612.18
345,3912,CEDAR RAPIDS,17646.71,32.7397217069,57.0,20.9391532795,52405,1182.62,2.19410018553,10.9339703154,14785.72,32.8571555556,20.8520460926,993.94,2.20875555556,10.9727111111,3882.01,2860.99,32.1459550562,21.3795828757,188.68,2.12,10.7380898876,2860.99
346,3916,OTTUMWA,9238.24,27.3320710059,90.0,17.4099643605,52501,731.71,2.16482248521,9.12872781065,7762.55,27.4295053004,17.1928428278,610.65,2.15777385159,9.15971731449,1229.99,1475.69,26.8307272727,18.5271533379,121.06,2.20109090909,8.96927272727,1475.69
347,3917,DAVENPORT,22111.62,64.2779651163,82.0,19.5478238468,52804,1531.03,4.45066860465,21.4452034884,18041.52,63.9770212766,19.6295959084,1252.11,4.44010638298,21.3459574468,2716.59,4070.1,65.6467741935,19.1758928571,278.92,4.49870967742,21.8966129032,4070.1
348,3918,DAVENPORT,6933.59,60.8209649123,82.0,18.6268992657,52802,565.07,4.95675438596,20.2914912281,5308.28,62.4503529412,18.3285948695,437.6,5.14823529412,20.8329411765,7558.07,1625.31,56.0451724138,19.5012397373,127.47,4.39551724138,18.7044827586,1625.31
349,3920,CLINTON,17336.24,31.8680882353,23.0,18.6544252376,52732,1325.2,2.43602941176,10.6326470588,14166.2,32.4912844037,18.6520631962,1082.14,2.48197247706,10.8403440367,21966.77,3170.04,29.3522222222,18.663960886,243.06,2.25055555556,9.79416666667,3170.04
350,3926,IOWA CITY,93740.89,147.159952904,52.0,17.8945764205,52240,7060.78,11.0844270016,49.1729984301,73182.73,145.49250497,18.0100803537,5506.73,10.9477733598,48.6320079523,2240.58,20558.16,153.419104478,17.4610056859,1554.05,11.5973880597,51.2037313433,20558.16
351,3928,NORTH LIBERTY,16416.76,52.4497124601,52.0,21.2176538778,52317,1009.14,3.22408945687,17.5032587859,12098.48,47.6318110236,20.9431628761,763.8,3.00708661417,15.8989370079,5327.24,4318.28,73.1911864407,22.3993609023,245.34,4.15830508475,24.41,4318.28
352,3930,ST LUCAS,9769.08,171.387368421,33.0,17.6056808688,52166,595.25,10.4429824561,57.1396491228,6810.42,174.626153846,18.8448717949,394.25,10.108974359,58.2169230769,5382.3,2958.66,164.37,14.9207671958,201.0,11.1666666667,54.8055555556,2958.66
353,3932,MAPLETON,29005.37,68.2479294118,67.0,16.3073892931,51034,2249.31,5.29249411765,22.8296,22826.04,67.9346428571,15.4166044101,1797.38,5.3493452381,22.7446428571,8336.23,6179.33,69.4306741573,19.670352447,451.93,5.07786516854,23.1503370787,6179.33
354,3934,MAQUOKETA,25214.04,170.365135135,49.0,13.8233783784,52060,2145.0,14.4932432432,56.895,19990.92,178.490357143,13.7883928571,1723.5,15.3883928571,59.6325,3225.37,5223.12,145.086666667,13.9322222222,421.5,11.7083333333,48.3783333333,5223.12
355,3942,TOLEDO,49851.97,77.289875969,86.0,16.9366944497,52342,3590.77,5.56708527132,25.8631472868,37912.43,75.0741188119,17.1462263094,2781.38,5.50768316832,25.1432475248,16624.74,11939.54,85.2824285714,16.1808830986,809.39,5.78135714286,28.4599285714,11939.54
356,3943,NEVADA,18442.59,38.9906765328,85.0,16.260949063,50201,1496.5,3.16384778013,13.0163636364,13837.01,36.222539267,16.110547871,1137.74,2.97837696335,12.094895288,2504.81,4605.58,50.6107692308,16.8923035172,358.76,3.94241758242,16.8845054945,4605.58
357,3944,DUBUQUE,106786.69,631.873905325,31.0,16.6028655959,52002,9020.75,53.3772189349,211.504733728,100137.19,705.191478873,17.2899362844,8272.25,58.2552816901,236.069295775,2430.42,6649.5,246.277777778,12.989382716,748.5,27.7222222222,82.3133333333,6649.5
358,3947,BROOKLYN,12114.63,65.4844864865,79.0,17.1102110682,52211,926.88,5.01016216216,21.8532432432,9976.63,65.6357236842,16.7800540414,788.2,5.18552631579,21.9082236842,960.46,2138.0,64.7878787879,18.6309343434,138.68,4.20242424242,21.6,2138.0
359,3949,PELLA,20097.06,189.59490566,63.0,14.5018328841,50219,1486.5,14.0235849057,63.2801886792,17988.12,199.868,15.1601481481,1267.5,14.0833333333,66.6886666667,85840.78,2108.94,131.80875,10.7988095238,219.0,13.6875,44.1075,2108.94
360,3950,STATE CENTER,4679.22,30.3845454545,48.0,14.0010871334,50247,419.95,2.72694805195,10.1512337662,3368.04,28.7866666667,13.746228927,298.32,2.54974358974,9.61606837607,1020.52,1311.18,35.4372972973,14.8069901104,121.63,3.2872972973,11.8435135135,1311.18
361,3952,BETTENDORF,392451.43,344.255640351,82.0,23.3811225605,52722,21745.26,19.0747894737,114.878763158,333311.98,363.48089422,23.1685558167,18637.38,20.3242966194,121.297938931,1459.92,59139.45,265.199327354,24.2552198883,3107.88,13.9366816143,88.4824215247,59139.45
362,3957,EDGEWOOD,6008.61,69.8675581395,22.0,13.1099833887,52042,522.0,6.06976744186,23.3512790698,4914.12,69.2129577465,13.5141649899,415.5,5.85211267606,23.1445070423,4032.91,1094.49,72.966,11.1968571429,106.5,7.1,24.33,1094.49
363,3959,DUBUQUE,10433.4,57.9633333333,31.0,14.2712539683,52001,1130.28,6.27933333333,19.5011111111,9140.08,58.9682580645,14.0541966206,989.48,6.38374193548,19.8643870968,2144.54,1293.32,51.7328,15.6170095238,140.8,5.632,17.2488,1293.32
364,3963,COUNCIL BLUFFS,23741.17,45.9210251451,78.0,17.5921411233,51501,1684.58,3.25837524178,15.3177176015,14750.81,34.7896462264,17.5916640797,1023.52,2.41396226415,11.6042216981,694.26,8990.36,96.6705376344,17.594316032,661.06,7.10817204301,32.2480645161,8990.36
365,3964,SIOUX RAPIDS,8996.77,47.3514210526,11.0,14.1406054898,50585,747.53,3.93436842105,15.8513684211,7190.41,50.2825874126,13.3451118562,619.22,4.33020979021,16.848951049,1393.94,1806.36,38.4331914894,16.5609371834,128.31,2.73,12.8161702128,1806.36
366,3968,MONROE,5601.75,83.6082089552,50.0,15.0792324094,50170,413.0,6.16417910448,27.9150746269,4695.59,85.3743636364,14.8768917749,352.25,6.40454545455,28.5121818182,1631.83,906.16,75.5133333333,16.0066269841,60.75,5.0625,25.1783333333,906.16
367,3972,HUBBARD,4665.08,59.8087179487,42.0,13.1985088523,50122,502.37,6.44064102564,20.0717948718,3876.58,63.5504918033,13.2457825917,408.12,6.69049180328,21.3549180328,12531.36,788.5,46.3823529412,13.0288795518,94.25,5.54411764706,15.4676470588,788.5
368,3980,IOWA CITY,72304.86,162.118520179,52.0,14.8506160581,52246,5257.5,11.7881165919,54.2015246637,61060.5,165.925271739,15.1510468427,4342.5,11.8002717391,55.4864673913,7878.25,11244.36,144.158461538,13.4331990232,915.0,11.7307692308,48.1392307692,11244.36
369,3981,SIOUX CENTER,44124.6,177.921774194,84.0,16.3343932412,51250,3000.0,12.0967741935,59.4810483871,37057.56,174.799811321,16.0400404313,2562.0,12.0849056604,58.4083018868,3848.2,7067.04,196.306666667,18.0678042328,438.0,12.1666666667,65.7983333333,7067.04
370,3986,SIOUX CITY,43109.49,101.434094118,97.0,19.4265142415,51101,2677.66,6.30037647059,33.8535294118,33925.38,100.370946746,19.4356790089,2083.49,6.16417159763,33.4992307692,3076.96,9184.11,105.564482759,19.3909085933,594.17,6.82954022989,35.23,9184.11
371,3987,ALGONA,28382.64,135.155428571,55.0,16.666914966,50511,2215.97,10.5522380952,45.2706190476,25765.52,142.350939227,17.262145488,1969.52,10.8813259669,47.7008287293,7278.46,2617.12,90.2455172414,12.9518555008,246.45,8.49827586207,30.1027586207,2617.12
372,3989,CHEROKEE,18274.31,102.091117318,18.0,16.0099971841,51012,1323.88,7.39597765363,34.1018435754,14416.42,100.114027778,15.9631330737,1055.21,7.32784722222,33.4506944444,5680.49,3857.89,110.225428571,16.2028095238,268.67,7.67628571429,36.7808571429,3857.89
373,3990,OSKALOOSA,42232.0,71.5796610169,62.0,20.3793192728,52577,2897.26,4.91061016949,23.9164237288,33335.34,69.448625,20.2819148914,2316.74,4.82654166667,23.2161041667,10739.71,8896.66,80.8787272727,20.8043565733,580.52,5.27745454545,26.9723636364,8896.66
374,3993,WATERLOO,34470.09,110.481057692,7.0,21.6756266805,50701,1833.19,5.87560897436,36.8689423077,28992.83,115.509282869,21.7761181011,1530.72,6.09848605578,38.5464940239,2734.98,5477.26,89.791147541,21.2621291959,302.47,4.95852459016,29.9662295082,5477.26
375,3995,CEDAR FALLS,53673.78,219.974508197,7.0,18.221313427,50613,3800.5,15.5758196721,73.3948770492,43059.99,219.693826531,18.0724854227,3022.0,15.4183673469,73.3123469388,1499.72,10613.79,221.120625,18.8290277778,778.5,16.21875,73.731875,10613.79
376,3997,OSCEOLA,16917.78,179.976382979,20.0,14.7715704154,50213,1242.0,13.2127659574,60.0791489362,14799.54,178.307710843,14.82356856,1107.0,13.3373493976,59.5308433735,5343.78,2118.24,192.567272727,14.3792207792,135.0,12.2727272727,64.2163636364,2118.24
377,4000,WOODBINE,8100.28,52.2598709677,43.0,15.7111735791,51579,560.45,3.61580645161,17.4429677419,6444.7,52.3959349593,15.2271738289,449.2,3.65203252033,17.4930081301,7689.42,1655.58,51.736875,17.571547619,111.25,3.4765625,17.250625,1655.58
378,4001,CARROLL,28539.48,162.156136364,14.0,14.1284036797,51401,2276.25,12.9332386364,54.2492045455,23931.66,168.532816901,14.244674715,1919.25,13.5158450704,56.4016901408,3116.64,4607.82,135.524117647,13.6428011204,357.0,10.5,45.2594117647,4607.82
379,4004,AMES,50316.42,168.84704698,85.0,14.9517130074,50010,3846.0,12.9060402685,56.4167114094,41235.72,171.8155,15.1873055556,3094.5,12.89375,57.434,1891.05,9080.7,156.563793103,13.9768472906,751.5,12.9568965517,52.2072413793,9080.7
380,4006,LARCHWOOD,13294.46,182.115890411,60.0,16.511702544,51241,873.75,11.9691780822,60.7753424658,11546.42,183.276507937,16.6863340892,752.25,11.9404761905,61.1679365079,1366.74,1748.04,174.804,15.4115238095,121.5,12.15,58.302,1748.04
381,4008,ANTHON,10378.52,63.2836585366,97.0,15.5354058546,51004,842.46,5.13695121951,21.16,9452.11,64.3000680272,15.5975530237,769.93,5.23761904762,21.5057823129,4273.14,926.41,54.4947058824,14.9980156273,72.53,4.26647058824,18.17,926.41
382,4010,GLENWOOD,9683.04,112.593488372,65.0,12.1647286822,51534,834.75,9.70639534884,37.5655813953,6845.82,112.226557377,12.3954957065,587.25,9.62704918033,37.4547540984,1717.39,2837.22,113.4888,11.6016571429,247.5,9.9,37.836,2837.22
383,4011,ALBIA,19034.67,104.586098901,68.0,16.5742133991,52531,1366.42,7.5078021978,34.9050549451,16557.65,108.931907895,16.829838824,1172.17,7.71164473684,36.3597368421,1210.56,2477.02,82.5673333333,15.2790445795,194.25,6.475,27.5346666667,2477.02
384,4013,TIPTON,11681.64,164.530140845,16.0,17.0081488934,52772,762.0,10.7323943662,54.8884507042,11077.08,162.898235294,16.7857913165,733.5,10.7867647059,54.3452941176,5421.54,604.56,201.52,22.0482539683,28.5,9.5,67.2,604.56
385,4014,DENISON,25937.6,144.097777778,24.0,15.095047619,51442,1880.7,10.4483333333,48.1927777778,21490.96,147.198356164,14.9926647097,1565.7,10.7239726027,49.2597945205,775.66,4446.64,130.783529412,15.5346918768,315.0,9.26470588235,43.6108823529,4446.64
386,4015,AMES,33786.98,198.746941176,85.0,16.2539635854,50010,2795.1,16.4417647059,66.4176470588,28580.48,204.146285714,16.4441564626,2370.0,16.9285714286,68.248,582.7,5206.5,173.55,15.3663968254,425.1,14.17,57.876,5206.5
387,4016,CONRAD,4541.09,63.9590140845,38.0,15.7994782731,50621,410.01,5.77478873239,21.4785915493,3709.55,63.9577586207,15.2652121684,320.88,5.5324137931,21.4587931034,4521.42,831.54,63.9646153846,18.1831270484,89.13,6.85615384615,21.5669230769,831.54
388,4018,GLADBROOK,4133.38,55.8564864865,48.0,12.737960103,50635,388.0,5.24324324324,18.6517567568,3213.47,57.3833928571,13.7704676871,278.25,4.96875,19.1417857143,3220.86,919.91,51.1061111111,9.52571428571,109.75,6.09722222222,17.1272222222,919.91
389,4019,MANCHESTER,33440.88,175.083141361,28.0,14.5790625779,52057,2548.5,13.3429319372,58.5738219895,27067.2,170.233962264,14.638065289,2148.0,13.5094339623,56.9645283019,5830.92,6373.68,199.1775,14.2858928571,400.5,12.515625,66.57,6373.68
390,4021,FAIRFIELD,24682.14,137.123,51.0,15.0426772487,52556,1791.9,9.955,45.7552222222,20316.54,136.35261745,15.3099968041,1451.4,9.74093959732,45.4872483221,2709.24,4365.6,140.825806452,13.7578187404,340.5,10.9838709677,47.0432258065,4365.6
391,4023,BOONE,29094.0,147.685279188,8.0,15.1568286198,50036,2052.0,10.4162436548,49.4326903553,23959.8,146.992638037,15.2768331873,1668.0,10.2331288344,49.2077300613,1226.32,5134.2,151.005882353,14.581512605,384.0,11.2941176471,50.5111764706,5134.2
392,4024,IOWA FALLS,11971.88,159.625066667,42.0,16.4259809524,50126,915.0,12.2,53.3216,11173.1,159.615714286,16.382122449,867.0,12.3857142857,53.3245714286,4314.66,798.78,159.756,17.04,48.0,9.6,53.28,798.78
393,4025,BELLE PLAINE,9643.23,56.7248823529,6.0,15.8668783159,52208,878.67,5.16864705882,18.9441176471,7568.84,55.2470072993,15.54955206,701.45,5.1200729927,18.4570072993,642.84,2074.39,62.8603030303,17.1842630755,177.22,5.3703030303,20.9663636364,2074.39
394,4027,CENTERVILLE,19309.14,126.203529412,4.0,12.9550357921,52544,1575.0,10.2941176471,42.2266666667,15417.66,130.658135593,13.1810371267,1233.0,10.4491525424,43.743559322,275.79,3891.48,111.185142857,12.1930884354,342.0,9.77142857143,37.1125714286,3891.48
395,4034,POSTVILLE,4436.5,96.4456521739,3.0,14.2231987578,52162,375.1,8.15434782609,32.1569565217,2923.33,94.3009677419,13.5258064516,273.8,8.83225806452,31.4406451613,530.33,1513.17,100.878,15.6644761905,101.3,6.75333333333,33.6373333333,1513.17
396,4042,GLENWOOD,5178.12,172.604,65.0,27.3470952381,51534,284.25,9.475,57.5816666667,3990.9,166.2875,29.2890277778,224.25,9.34375,55.4820833333,2330.43,1187.22,197.87,19.5793650794,60.0,10.0,65.98,1187.22
397,4046,CENTERVILLE,6711.74,39.4808235294,4.0,15.1218490328,52544,585.51,3.44417647059,13.1792352941,5127.31,39.1397709924,15.3221306128,435.57,3.32496183206,13.0682442748,7995.22,1584.43,40.6264102564,14.449108341,149.94,3.84461538462,13.5520512821,1584.43
398,4051,MAQUOKETA,25151.31,189.107593985,49.0,12.8209702828,52060,2530.5,19.0263157895,64.7857894737,22808.58,205.482702703,12.567022737,2345.25,21.1283783784,70.5802702703,105.41,2342.73,106.487727273,14.1022510823,185.25,8.42045454545,35.55,2342.73
399,4057,DES MOINES,57011.49,170.693083832,77.0,28.145940228,50316,2751.37,8.23763473054,56.9183532934,45577.42,167.564044118,27.4736576084,2238.1,8.22830882353,55.8756985294,10364.64,11434.07,184.420483871,31.0953091398,513.27,8.2785483871,61.4925806452,11434.07
400,4062,DES MOINES,37648.51,98.5563089005,77.0,22.9495975806,50314,1950.91,5.10709424084,32.8705759162,31916.59,97.3066768293,22.9464685809,1636.71,4.9899695122,32.4550914634,4530.93,5731.92,106.146666667,22.9686033568,314.2,5.81851851852,35.3942592593,5731.92
401,4067,WELLMAN,12228.07,49.9104897959,90.0,17.273235768,52356,973.12,3.97191836735,16.7608571429,10487.18,52.4359,17.7198684524,823.99,4.11995,17.62935,1035.2,1740.89,38.6864444444,15.2882016151,149.13,3.314,12.9008888889,1740.89
402,4068,WEST DES MOINES,25710.82,76.0675147929,77.0,20.9696737776,50265,1520.67,4.49902366864,25.3773372781,19787.8,74.3902255639,20.8851734364,1146.73,4.31101503759,24.8209398496,4293.11,5923.02,82.2641666667,21.2818555938,373.94,5.19361111111,27.4329166667,5923.02
403,4069,OTTUMWA,21663.09,281.338831169,90.0,16.5211811998,52501,1066.75,13.8538961039,94.1028571429,19921.06,321.307419355,16.3273655914,960.0,15.4838709677,107.501129032,881.49,1742.03,116.135333333,17.3222857143,106.75,7.11666666667,38.7233333333,1742.03
404,4070,BELLE PLAINE,24119.53,100.918535565,6.0,17.4682551305,52208,1942.08,8.12585774059,33.7065690377,19144.09,101.830265957,18.1905091185,1540.74,8.19542553191,34.0257446809,7508.99,4975.44,97.5576470588,14.8058286648,401.34,7.86941176471,32.53,4975.44
405,4073,FOREST CITY,58423.37,138.444004739,95.0,14.3933322049,50436,4907.48,11.6290995261,46.2458530806,46202.84,143.934080997,14.3509579439,3956.74,12.3262928349,48.0901557632,1742.96,12220.53,120.995346535,14.5280068364,950.74,9.41326732673,40.3842574257,12220.53
406,4077,WATERLOO,19865.76,125.732658228,7.0,22.5035774563,50703,1015.25,6.42563291139,41.9339873418,16559.96,131.428253968,23.8743915344,785.5,6.23412698413,43.8332539683,5822.39,3305.8,103.30625,17.1059970238,229.75,7.1796875,34.455625,3305.8
407,4081,STORY CITY,8767.57,71.8653278689,85.0,12.3626034348,50248,824.5,6.75819672131,24.0569672131,7511.9,72.9310679612,12.4227600555,695.5,6.75242718447,24.4197087379,3584.39,1255.67,66.0878947368,12.0364912281,129.0,6.78947368421,22.0905263158,1255.67
408,4083,ANKENY,34490.2,121.873498233,77.0,16.7943092714,50021,2621.12,9.26190812721,40.9330742049,30771.23,130.941404255,16.844077001,2335.37,9.93774468085,44.0173191489,3332.56,3718.97,77.4785416667,16.5506547619,285.75,5.953125,25.833125,3718.97
409,4084,ANKENY,21129.84,137.206753247,77.0,15.5085312307,50023,1748.45,11.3535714286,46.2164285714,17843.37,134.160676692,15.1218761189,1470.5,11.0563909774,45.1597744361,204.18,3286.47,156.498571429,17.9573469388,277.95,13.2357142857,52.9085714286,3286.47
410,4090,WINTHROP,4579.05,143.0953125,10.0,17.3329464286,50682,296.75,9.2734375,47.80375,3783.14,145.505384615,16.9297252747,248.25,9.54807692308,48.5696153846,3797.62,795.91,132.651666667,19.0802380952,48.5,8.08333333333,44.485,795.91
411,4091,CLEAR LAKE,22626.54,92.3532244898,17.0,14.6511156463,50428,2153.5,8.78979591837,30.8593469388,18256.78,95.0873958333,14.3400570437,1819.75,9.47786458333,31.778125,2280.81,4369.76,82.4483018868,15.7779694519,333.75,6.29716981132,27.5309433962,4369.76
412,4092,NORWALK,40491.56,368.105090909,91.0,14.0901082251,50211,3428.62,31.1692727273,124.159727273,23610.98,314.813066667,14.4883111111,1741.87,23.2249333333,105.001866667,3480.96,16880.58,482.302285714,13.2368163265,1686.75,48.1928571429,165.212285714,16880.58
413,4097,SCHLESWIG,11343.97,54.5383173077,24.0,16.3129578755,51461,784.0,3.76923076923,18.2686057692,9918.29,54.7971823204,16.4196132597,695.25,3.84116022099,18.3669060773,2645.43,1425.68,52.802962963,15.5979717813,88.75,3.28703703704,17.6096296296,1425.68
414,4098,WASHINGTON,19950.24,151.138181818,92.0,14.8871139971,52353,1390.5,10.5340909091,50.4718181818,16995.36,153.111351351,15.0381638782,1171.5,10.5540540541,51.1448648649,4731.48,2954.88,140.708571429,14.088707483,219.0,10.4285714286,46.9142857143,2954.88
415,4102,AMES,17045.72,79.6528971963,85.0,12.912623498,50010,1711.75,7.9988317757,27.1111214953,14778.5,83.0252808989,12.7203986089,1519.0,8.53370786517,28.3416853933,11220.6,2267.22,62.9783333333,13.8630687831,192.75,5.35416666667,21.0266666667,2267.22
416,4103,AMES,23885.68,138.067514451,85.0,16.6746903386,50010,1550.2,8.96069364162,46.100982659,17187.79,128.267089552,16.9993212509,1165.2,8.69552238806,42.8497014925,2199.41,6697.89,171.740769231,15.5592918193,385.0,9.87179487179,57.2720512821,6697.89
417,4104,MASON CITY,34086.61,286.44210084,17.0,11.7002721088,50401,3560.05,29.9163865546,97.4294117647,26620.96,260.989803922,11.8220961718,2619.55,25.6818627451,89.2240196078,1484.89,7465.65,439.155882353,10.9693277311,940.5,55.3235294118,146.661764706,7465.65
418,4105,NEVADA,15707.19,59.2724150943,85.0,15.168720575,50201,1370.75,5.17264150943,19.8224150943,12605.43,58.9038785047,14.6782109479,1129.25,5.27686915888,19.7135046729,12006.94,3101.76,60.8188235294,17.2269374416,241.5,4.73529411765,20.2794117647,3101.76
419,4106,DUBUQUE,7621.81,39.0862051282,31.0,15.481821541,52002,769.08,3.944,13.0765641026,6393.22,38.7467878788,15.548791866,648.2,3.92848484848,12.971030303,889.08,1228.59,40.953,15.1134847536,120.88,4.02933333333,13.657,1228.59
420,4107,BOONE,34559.88,116.363232323,8.0,15.3148308482,50036,2789.45,9.39208754209,39.3296296296,31116.14,123.968685259,15.2247846708,2558.45,10.1930278884,41.9621115538,3745.8,3443.74,74.8639130435,15.8061697723,231.0,5.02173913043,24.9654347826,3443.74
421,4110,PARKERSBURG,11399.85,134.115882353,12.0,11.6211988796,50665,1023.0,12.0352941176,44.9714117647,7255.65,122.977118644,11.4877239709,654.0,11.0847457627,41.1371186441,2520.9,4144.2,159.392307692,11.9240842491,369.0,14.1923076923,53.6723076923,4144.2
422,4114,ATLANTIC,17482.11,102.835941176,15.0,22.6152485994,50022,1192.02,7.01188235294,34.3542941176,13719.45,102.383955224,23.5336060768,938.52,7.00388059701,34.2203731343,2393.95,3762.66,104.518333333,19.1969179894,253.5,7.04166666667,34.8527777778,3762.66
423,4116,LAKE VIEW,6490.94,127.273333333,81.0,19.7489822596,51450,450.5,8.83333333333,42.462745098,5304.84,123.368372093,19.4611184939,377.75,8.78488372093,41.1644186047,438.12,1186.1,148.2625,21.29625,72.75,9.09375,49.44125,1186.1
424,4118,LAKE VIEW,15101.38,105.604055944,81.0,13.7493639694,51450,1281.25,8.95979020979,35.4375524476,13027.99,106.786803279,14.1590007806,1079.7,8.85,35.8703278689,375.06,2073.39,98.7328571429,11.369569161,201.55,9.59761904762,32.9233333333,2073.39
425,4119,CEDAR FALLS,8980.4,179.608,7.0,19.0166857143,50613,517.0,10.34,59.8884,7169.42,183.831282051,19.5919413919,403.0,10.3333333333,61.2969230769,1558.2,1810.98,164.634545455,16.9771428571,114.0,10.3636363636,54.8945454545,1810.98
426,4125,WAPELLO,6695.54,45.8598630137,58.0,13.9087875082,52653,560.1,3.83630136986,15.3044520548,5688.35,44.7901574803,13.4723322085,500.48,3.94078740157,14.9498425197,13513.26,1007.19,53.01,16.8261466165,59.62,3.13789473684,17.6747368421,1007.19
427,4126,SOLON,20965.95,151.927173913,52.0,15.4710697032,52333,1530.0,11.0869565217,50.6636231884,15522.81,146.441603774,15.9795867026,1079.75,10.1863207547,48.8318867925,777.48,5443.14,170.098125,13.7866071429,450.25,14.0703125,56.73125,5443.14
428,4129,AMES,87409.42,70.095765838,85.0,23.2846046485,50010,4272.63,3.42632718524,23.415765838,68035.93,67.4959623016,23.0842083301,3370.91,3.34415674603,22.5586507937,2556.12,19373.49,81.0606276151,24.129790795,901.72,3.77288702929,27.0307112971,19373.49
429,4130,KEOSAUQUA,4443.24,138.85125,89.0,13.8914285714,52565,343.5,10.734375,46.441875,3319.86,144.34173913,14.9772049689,231.0,10.0434782609,48.3313043478,3068.34,1123.38,124.82,11.1166666667,112.5,12.5,41.6133333333,1123.38
430,4131,URBANDALE,21663.34,166.641076923,77.0,15.3697875458,50322,1473.25,11.3326923077,55.6315384615,15754.21,152.953495146,16.1964863615,1021.75,9.91990291262,51.0853398058,1332.11,5909.13,218.856666667,12.2160846561,451.5,16.7222222222,72.9744444444,5909.13
431,4132,CAMANCHE,15437.65,111.062230216,23.0,15.3524095022,52730,1164.59,8.37834532374,37.0517985612,11899.99,105.309646018,15.3060865306,943.89,8.35300884956,35.1375221239,2297.63,3537.66,136.063846154,15.5537362637,220.7,8.48846153846,45.3715384615,3537.66
432,4133,WEBSTER CITY,6645.1,85.1935897436,40.0,14.4100839438,50595,582.37,7.46628205128,28.6792307692,5658.12,87.048,14.5622252747,493.87,7.598,29.35,2049.99,986.98,75.9215384615,13.6493772894,88.5,6.80769230769,25.3253846154,986.98
433,4134,PLEASANTVILLE,8456.38,51.8796319018,63.0,16.3080194351,50225,717.91,4.40435582822,17.3309815951,6911.46,50.8195588235,16.260744923,575.91,4.23463235294,16.9826470588,3001.86,1544.92,57.2192592593,16.5461429036,142.0,5.25925925926,19.0855555556,1544.92
434,4135,ALTOONA,24556.02,258.484421053,77.0,15.619047619,50009,1785.5,18.7947368421,86.5162105263,23304.54,298.776153846,16.0956288156,1676.0,21.4871794872,100.022564103,3254.36,1251.48,73.6164705882,13.4323809524,109.5,6.44117647059,24.5458823529,1251.48
